2019/04/01 23:11:18 nsqd v0.2.16
2019/04/02 04:05:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:06:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:06:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:06:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:06:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:07:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:07:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:07:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:07:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:08:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:08:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:08:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:08:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:09:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:09:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:09:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:09:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:10:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:10:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:10:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:10:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:11:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:11:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:11:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:11:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:12:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:12:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:12:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:12:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:13:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:13:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:13:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:13:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:14:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:14:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:14:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:14:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:15:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:15:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:15:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:15:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:16:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:16:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:16:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:16:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:17:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:17:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:17:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:17:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:18:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:18:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:18:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:18:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:19:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:19:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:19:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:19:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:20:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:20:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:20:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:20:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:21:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:21:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:21:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:21:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:22:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:22:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:22:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:22:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:23:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:23:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:23:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:23:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:24:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:24:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:24:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:24:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:25:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:25:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:25:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:25:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:26:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:26:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:26:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:26:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:27:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:27:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:27:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:27:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:28:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:28:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:28:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:28:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:29:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:29:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:29:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:29:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:30:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:30:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:30:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:30:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:31:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:31:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:31:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:31:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:32:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:32:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:32:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:32:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:33:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:33:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:33:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:33:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:34:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:34:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:34:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:34:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:35:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:35:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:35:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:35:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:36:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:36:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:36:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:36:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:37:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:37:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:37:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:37:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:38:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:38:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:38:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:38:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:39:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:39:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:39:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:39:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:40:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:40:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:40:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:40:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:41:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:41:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:41:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:41:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:42:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:42:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:42:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:42:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:43:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:43:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:43:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:43:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:44:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:44:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:44:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:44:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:45:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:45:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:45:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:45:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:46:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:46:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:46:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:46:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:47:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:47:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:47:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:47:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:48:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:48:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:48:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:48:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:49:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:49:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:49:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:49:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:50:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:50:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:50:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:50:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:51:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:51:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:51:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:51:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:52:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:52:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:52:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:52:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:53:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:53:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:53:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:53:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:54:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:54:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:54:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:54:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:55:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:55:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:55:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:55:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:56:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:56:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:56:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:56:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:57:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:57:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:57:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:57:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:58:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:58:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:58:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:58:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:59:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:59:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:59:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 04:59:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:00:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:00:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:00:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:00:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:01:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:01:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:01:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:01:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:02:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:02:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:02:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:02:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:03:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:03:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:03:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:03:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:04:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:04:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:04:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:04:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:05:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:05:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:05:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:05:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:06:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:06:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:06:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:06:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:07:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:07:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:07:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:07:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:08:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:08:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:08:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:08:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:09:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:09:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:09:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:09:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:10:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:10:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:10:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:10:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:11:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:11:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:11:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:11:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:12:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:12:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:12:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:12:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:13:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:13:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:13:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:13:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:14:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:14:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:14:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:14:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:15:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:15:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:15:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:15:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:16:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:16:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:16:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:16:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:17:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:17:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:17:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:17:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:18:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:18:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:18:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:18:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:19:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:19:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:19:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:19:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:20:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:20:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:20:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:20:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:21:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:21:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:21:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:21:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:22:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:22:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:22:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:22:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:23:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:23:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:23:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:23:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:24:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:24:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:24:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:24:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:25:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:25:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:25:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:25:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:26:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:26:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:26:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:26:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:27:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:27:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:27:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:27:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:28:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:28:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:28:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:28:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:29:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:29:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:29:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:29:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:30:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:30:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:30:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:30:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:31:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:31:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:31:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:31:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:32:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:32:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:32:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 05:32:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
